company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
Selcom Industries,Business Development Manager  ,Introductory,speaking,My past job experiences and challenges,I was able to successfully communicate effectively with both internal and external stakeholders.,3.0,10980
Selcom Industries,Business Development Manager  ,Introductory,speaking,My past job experiences and challenges,I was able to successfully grow and develop my skills and knowledge.,2.0,10981
Selcom Industries,Business Development Manager  ,Introductory,speaking,My past job experiences and challenges,I was able to successfully achieve my career goals.,1.0,10982
Selcom Industries,Business Development Manager  ,Introductory,speaking,My past job experiences and challenges,I was able to successfully provide feedback to my team in a way that was constructive and helpful.,4.0,10983
Selcom Industries,Business Development Manager  ,Introductory,speaking,My past job experiences and challenges,I was able to successfully manage a complex project that was completed on time and within budget.,5.0,10984
Directi,Business Development Manager  ,Behavioural,social,HR Round General questions asked about career prospects,I am not sure if Directi is the right company for me at this stage in my career.,1.0,10985
Directi,Business Development Manager  ,Behavioural,social,HR Round General questions asked about career prospects,I am confident in my ability to grow my career at Directi and make a significant impact on the company.,5.0,10986
Directi,Business Development Manager  ,Behavioural,social,HR Round General questions asked about career prospects,I am passionate about the work that Directi is doing and believe that I can make a positive contribution to the company.,3.0,10987
Directi,Business Development Manager  ,Behavioural,social,HR Round General questions asked about career prospects,I am eager to learn and grow in my career and believe that Directi is the right company to help me achieve my goals.,4.0,10988
Directi,Business Development Manager  ,Behavioural,social,HR Round General questions asked about career prospects,I am interested in learning more about the opportunities for growth at Directi and how I can fit into the company.,2.0,10989
OncoDNA,Business Development Manager  ,Behavioural,social,how will you develop Business in Europe,1. I would develop a strong network of contacts in the European healthcare industry.,5.0,10990
OncoDNA,Business Development Manager  ,Behavioural,social,how will you develop Business in Europe,2. I would identify key target markets and develop tailored marketing plans for each.,4.0,10991
OncoDNA,Business Development Manager  ,Behavioural,social,how will you develop Business in Europe,5. I would track our progress and measure our results against our goals.,1.0,10992
OncoDNA,Business Development Manager  ,Behavioural,social,how will you develop Business in Europe,3. I would work closely with our sales team to develop and execute sales strategies.,3.0,10993
OncoDNA,Business Development Manager  ,Behavioural,social,how will you develop Business in Europe,4. I would monitor the competitive landscape and make adjustments to our plans as needed.,2.0,10994
Expertrons,Business Development Manager  ,Behavioural,social,Introduction Sell a product,**Response 2:** I would start by explaining the benefits of the product and how it can help the customer solve their problems. I would also be able to provide information on the product's features and how it compares to other products on the market. I would then ask the customer if they have any questions or concerns.,4.0,10995
